_id,Tema,Fichas_Dataset,XLS,SHP,KML,CSV,RSS,JSON,XML,ODS,RDF,GTFS,TSV,URL_ficha
1280,Medio ambiente,Residuos y espacios degradados. Plantas de Residuos de Construcción y Demolición,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_sym_plantasrcd-xml
1281,Medio ambiente,Dotaciones para aportación de residuos domésticos. Aceite cocina usado,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_sym_rdaceite-xml
1282,Medio ambiente,Dotaciones para aportación de residuos domésticos. Compostaje comunitario - Poda,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_sym_rdcompost-xml
1283,Medio ambiente,Dotaciones para aportación de residuos domésticos. Residuos de obras domiciliarias,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_sym_rdobradom-xml
1284,Medio ambiente,Dotaciones para aportación de residuos domésticos. Pilas y acumuladores,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_sym_rdpilas-xml
1285,Medio ambiente,Dotaciones para aportación de residuos domésticos. Puntos limpios (fijos y móviles),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_sym_rdptolim-xml
1286,Medio ambiente,Dotaciones para aportación de residuos domésticos. Ropa y calzado,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_sym_rdropa-xml
1287,Medio ambiente,"Residuos y espacios degradados. Vertederos de residuos urbanos, inertes e industriales no peligrosos",,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_sym_vertederos-xml
1288,Urbanismo e infraestructuras,Acometidas de la Mancomunidad de Valdizarbe. Acometida,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_lin_acometida_valdi-xml
1289,Urbanismo e infraestructuras,Acometidas. Acometida,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_lin_acometida-xml
1290,Urbanismo e infraestructuras,Acometidas. Derivación,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_lin_derivacion-xml
1291,Urbanismo e infraestructuras,Tuberías. Protección de tubería,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_lin_prottuberia-xml
1292,Urbanismo e infraestructuras,Tuberías de la Mancomunidad de Valdizarbe. Tubería,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_lin_tuberia_valdi-xml
1293,Urbanismo e infraestructuras,Tuberías. Tubería,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_lin_tuberia-xml
1294,Urbanismo e infraestructuras,Instalación,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_pol_instalacion-xml
1295,Urbanismo e infraestructuras,Instalaciones de la Mancomunidad de Valdizarbe. Arqueta,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_arquetarot_valdi-xml
1296,Urbanismo e infraestructuras,Otros elementos. Boca hombre,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_bocahombre-xml
1297,Urbanismo e infraestructuras,Otros elementos de  la Mancomunidad de Valdizarbe. Boca de riego,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_bocariego_valdi-xml
1298,Urbanismo e infraestructuras,Otros elementos. Boca de riego,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_bocariego-xml
1299,Urbanismo e infraestructuras,Instalaciones de la Mancomunidad de Valdizarbe. Estación de bombeo,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_bombeo_valdi-xml
1300,Urbanismo e infraestructuras,Otros elementos de la Mancomunidad de Valdizarbe. Contador / Caudalímetro,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_contacauda_valdi-xml
1301,Urbanismo e infraestructuras,Otros elementos. Contador / Caudalímetro,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_contacauda-xml
1302,Urbanismo e infraestructuras,Instalaciones de la Mancomunidad de Valdizarbe. Depósito,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_deposito_valdi-xml
1303,Urbanismo e infraestructuras,Otros elementos de la Mancomunidad de Valdizarbe. Desagüe,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_desague_valdi-xml
1304,Urbanismo e infraestructuras,Otros elementos. Desagüe,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_desague-xml
1305,Urbanismo e infraestructuras,Acometidas. Elemento de derivación,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_elemderiv-xml
1306,Urbanismo e infraestructuras,Instalaciones de la Mancomunidad de Valdizarbe. Estación de Tratamiento de Agua Potable (ETAP),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_etap_valdi-xml
1307,Urbanismo e infraestructuras,Instalaciones. Estación de Tratamiento de Agua Potable (ETAP),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_etap-xml
1308,Urbanismo e infraestructuras,Puntos especiales de la Mancomunidad de Valdizarbe. Fuente de suministro,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_fuentesum_valdi-xml
1309,Urbanismo e infraestructuras,Puntos especiales. Fuente de suministro,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_fuentesum-xml
1310,Urbanismo e infraestructuras,Otros elementos de la Mancomunidad de Valdizarbe. Grupos de presión,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_grupopresion_valdi-xml
1311,Urbanismo e infraestructuras,Otros elementos de la Mancomunidad de Valdizarbe. Hidrante,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_hidrante_valdi-xml
1312,Urbanismo e infraestructuras,Otros elementos. Hidrante,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_hidrante-xml
1313,Urbanismo e infraestructuras,Pozos de la Mancomunidad de Valdizarbe. Pozo,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_pozoabast_valdi-xml
1314,Urbanismo e infraestructuras,Otros elementos de  la Mancomunidad de Valdizarbe. Purgador,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_purgador_valdi-xml
1315,Urbanismo e infraestructuras,Válvulas de la Mancomunidad de Valdizarbe. Válvula de corte,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_valvulaco_valdi-xml
1316,Urbanismo e infraestructuras,Válvulas. Válvula de corte,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_valvulaco-xml
1317,Urbanismo e infraestructuras,Válvulas. Válvula especial,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_valvulaes-xml
1318,Urbanismo e infraestructuras,Válvulas de la Mancomunidad de Valdizarbe. Válvula reductora,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_valvulare_valdi-xml
1319,Urbanismo e infraestructuras,Otros elementos de la Mancomunidad de Valdizarbe. Ventosa,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_ventosa_valdi-xml
1320,Urbanismo e infraestructuras,Otros elementos. Ventosa,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_sym_ventosa-xml
1321,Urbanismo e infraestructuras,Otros elementos. Anotación de boca de riego,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_txt_bocariego-xml
1322,Urbanismo e infraestructuras,Acometidas. Anotación de derivación,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_txt_derivacion-xml
1323,Urbanismo e infraestructuras,Otros elementos. Anotación de hidrante,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_txt_hidrante-xml
1324,Urbanismo e infraestructuras,Tuberías. Anotación de tubería,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredaba_txt_tuberia-xml
1325,Urbanismo e infraestructuras,Recogida neumática. Tubería,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredres_lin_tuberia-xml
1326,Urbanismo e infraestructuras,Recogida neumática. Buzón,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredres_sym_buzon-xml
1327,Urbanismo e infraestructuras,Recogida neumática. Central,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredres_sym_central-xml
1328,Urbanismo e infraestructuras,Puntos de recogida de residuos. Contenedor,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredres_sym_contenedor-xml
1329,Urbanismo e infraestructuras,Recogida neumática. Registro,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredres_sym_registro-xml
1330,Urbanismo e infraestructuras,Recogida neumática. Válvula,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredres_sym_valvula-xml
1331,Urbanismo e infraestructuras,Acometidas de la Mancomunidad de Valdizarbe. Acometida,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_lin_acometida_valdi-xml
1332,Urbanismo e infraestructuras,Acometidas. Acometida,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_lin_acometida-xml
1333,Urbanismo e infraestructuras,Acometidas. Acometida sumidero,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_lin_acsumidero-xml
1334,Urbanismo e infraestructuras,Colectores de la Mancomunidad de Valdizarbe. Colector,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_lin_colector_valdi-xml
1335,Urbanismo e infraestructuras,Colectores. Colector,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_lin_colector-xml
1336,Urbanismo e infraestructuras,Colectores. Protección de Colector,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_lin_procolector-xml
1337,Urbanismo e infraestructuras,Registros y Arquetas de la Mancomunidad de Valdizarbe. Aliviadero,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_aliviadero_valdi-xml
1338,Urbanismo e infraestructuras,Registros y Arquetas. Aliviadero,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_aliviadero-xml
1339,Urbanismo e infraestructuras,Registros y Arquetas de la Mancomunidad de Valdizarbe. Arqueta,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_arqueta_valdi-xml
1340,Urbanismo e infraestructuras,Registros y Arquetas. Arqueta,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_arqueta-xml
1341,Urbanismo e infraestructuras,Registros y Arquetas. Boca de limpieza,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_bocalim-xml
1342,Urbanismo e infraestructuras,Instalaciones Saneamiento. Estación de bombeo,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_bombeo-xml
1343,Urbanismo e infraestructuras,Otros elementos de Saneamiento. Desagüe,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_desague-xml
1344,Urbanismo e infraestructuras,Instalaciones Saneamiento. Depósito de Retención de Aguas de Tormenta (DRAT),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_drat-xml
1345,Urbanismo e infraestructuras,Instalaciones Saneamiento. Estación Depuradora de Aguas Residuales (EDAR),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_edar-xml
1346,Urbanismo e infraestructuras,Instalaciones Saneamiento. Fosa séptica,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_fosasepti-xml
1347,Urbanismo e infraestructuras,Registros y Arquetas de la Mancomunidad de Valdizarbe. Pozo,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_pozo_valdi-xml
1348,Urbanismo e infraestructuras,Registros y Arquetas. Pozo,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_pozo-xml
1349,Urbanismo e infraestructuras,Puntos especiales. Punto de vertido,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_ptovertido-xml
1350,Urbanismo e infraestructuras,Instalaciones Saneamiento. Sifón,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_sifon-xml
1351,Urbanismo e infraestructuras,Acometidas. Sumidero,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_sumidero-xml
1352,Urbanismo e infraestructuras,Otros elementos de Saneamiento. Válvula,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_valvula-xml
1353,Urbanismo e infraestructuras,Otros elementos de Saneamiento. Ventosa,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_sym_ventosa-xml
1354,Urbanismo e infraestructuras,Acometidas. Anotación de acometida,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_txt_acometida-xml
1355,Urbanismo e infraestructuras,Instalaciones Saneamiento. Anotación de estación de bombeo,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_txt_bombeo-xml
1356,Urbanismo e infraestructuras,Colectores. Anotación de colector,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_txt_colector-xml
1357,Urbanismo e infraestructuras,Registros y arquetas. Anotación de pozo,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaredsan_txt_pozo-xml
1358,Sector público,Línea de contorno de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnarefere_lin_navarra-xml
1359,Sector público,Límites de las regiones fronterizas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnarefere_lin_regiones-xml
1360,Sector público,Recinto de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnarefere_pol_navarra-xml
1361,Sector público,Recintos de las regiones fronterizas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnarefere_pol_regiones-xml
1362,Sector público,Etiquetas de las regiones fronterizas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnarefere_txt_regiones-xml
1363,Medio ambiente,SIG de regadíos. Conducciones,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaregadi_lin_conduccion-xml
1364,Medio ambiente,SIG de regadíos. Desagües,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaregadi_lin_desagues-xml
1365,Ciencia y tecnología,Mapa índice de los municipios cubiertos en el mapa de aptitud para el riego 1:25.000,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaregadi_pol_apti25mmi-xml
1366,Ciencia y tecnología,Mapa de aptitud para el riego. Clases (1:25.000),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaregadi_pol_clapti25m-xml
1367,Medio ambiente,SIG de regadíos. Colectivos de riego,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaregadi_pol_colecriego-xml
1368,Medio ambiente,SIG de regadíos. Parcelas regables,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaregadi_pol_parcelas-xml
1369,Ciencia y tecnología,Mapa de aptitud para el riego. Subclases (1:25.000),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaregadi_pol_scapti25m-xml
1370,Medio ambiente,SIG de regadíos. Unidades de riego,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaregadi_pol_unidadriego-xml
1371,Medio ambiente,SIG de regadíos. Zonas de riego,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaregadi_pol_zonariego-xml
1372,Medio ambiente,SIG de regadíos. Infraestructuras accesorias más relevantes del regadío,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaregadi_sym_infradistri-xml
1373,Medio ambiente,SIG de regadíos. Orígenes del agua,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaregadi_sym_origenagua-xml
1374,Medio ambiente,SIG de regadíos. Tomas principales,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaregadi_sym_tomaprinci-xml
1375,Medio ambiente,SIG de regadíos. Tomas de unidad de riego,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaregadi_sym_tomaunirie-xml
1376,Salud,Mapa Estratégico de Ruido del tráfico rodado. Lden de la A-12. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_a12ldenf3-xml
1377,Salud,Mapa Estratégico de Ruido del tráfico rodado. Ldia de la A-12. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_a12ldiaf3-xml
1378,Salud,Mapa Estratégico de Ruido del tráfico rodado. Lnoche de la A-12. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_a12lnochef3-xml
1379,Salud,Mapa Estratégico de Ruido del tráfico rodado. Ltarde de la A-12. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_a12ltardef3-xml
1380,Salud,Mapa Estratégico de Ruido del tráfico rodado. Lden de la A-21. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_a21ldenf3-xml
1381,Salud,Mapa Estratégico de Ruido del tráfico rodado. Ldia de la A-21. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_a21ldiaf3-xml
1382,Salud,Mapa Estratégico de Ruido del tráfico rodado. Lnoche de la A-21. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_a21lnochef3-xml
1383,Salud,Mapa Estratégico de Ruido del tráfico rodado. Ltarde de la A-21. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_a21ltardef3-xml
1384,Salud,Mapa Estratégico de Ruido del tráfico rodado. Lden de la A-68. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_a68ldenf3-xml
1385,Salud,Mapa Estratégico de Ruido del tráfico rodado. Ldia de la A-68. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_a68ldiaf3-xml
1386,Salud,Mapa Estratégico de Ruido del tráfico rodado. Lnoche de la A-68. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_a68lnochef3-xml
1387,Salud,Mapa Estratégico de Ruido del tráfico rodado. Ltarde de la A-68. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_a68ltardef3-xml
1388,Salud,Mapas Estratégicos de Ruido. Delimitación de la Aglomeración de la Comarca de Pamplona. Fase 4,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_agloampf4-xml
1389,Salud,Mapa de Ruido Total de la Aglomeración de la Comarca de Pamplona. Lden. Fase 4,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_ampldenf4-xml
1390,Salud,Mapa de Ruido Total de la Aglomeración de la Comarca de Pamplona. Ldia. Fase 4,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_ampldiaf4-xml
1391,Salud,Mapa de Ruido Total de la Aglomeración de la Comarca de Pamplona. Lnoche. Fase 4,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_amplnochef4-xml
1392,Salud,Mapa de Ruido Total de la Aglomeración de la Comarca de Pamplona. Ltarde. Fase 4,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_ampltardef4-xml
1393,Salud,Mapa Estratégico de Ruido del tráfico rodado. Lden de la AP-15. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_ap15ldenf3-xml
1394,Salud,Mapa Estratégico de Ruido del tráfico rodado. Ldia de la AP-15. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_ap15ldiaf3-xml
1395,Salud,Mapa Estratégico de Ruido del tráfico rodado. Lnoche de la AP-15. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_ap15lnochef3-xml
1396,Salud,Mapa Estratégico de Ruido del tráfico rodado. Ltarde de la AP-15. Fase 3,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_ap15ltardef3-xml
1397,Medio ambiente,Mapa Estratégico de Ruido de la Aglomeración de la Comarca de Pamplona. Fuente: Ferrocarril. Lden. Fase 4,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_ferldenf4-xml
1398,Medio ambiente,Mapa Estratégico de Ruido de la Aglomeración de la Comarca de Pamplona. Fuente: Ferrocarril. Ldia. Fase 4,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_ferldiaf4-xml
1399,Medio ambiente,Mapa Estratégico de Ruido de la Aglomeración de la Comarca de Pamplona. Fuente: Ferrocarril. Lnoche. Fase 4,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaruidos_pol_ferlnochef4-xml
